[header]
width=60
height=60

/- 地面(フィールド) -/
0.砂利
1.緑地
2.石畳
   
3.土(普通)
4.土(木)

/- モデル配置用 -/
5.神社(本殿)[12x12]
6.灯篭[1x1]
7.ほこら[2x2]
8.岩[2x2]
9.岩[4x4]
[layer]
type=タイル・レイヤー1
data=
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4,4,3,4,4,3,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4,4,3,4,4,3,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,4,4,3,3,3,3,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,1,1,1,1,1,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,1,1,3,3,3,3,3,2,2,3,3,3,1,1,1,1,1,1,1,
1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,1,1,1,
1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,1,1,1,1,
1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,8,8,3,3,2,2,3,3,3,3,3,3,1,1,1,1,
1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,8,8,3,3,2,2,3,3,3,3,3,3,3,1,1,1,
1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,8,8,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,0,0,2,2,3,3,3,3,3,3,3,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,0,6,2,2,3,3,3,3,3,3,3,1,1,1,
1,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,3,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,
1,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3,3,3,3,3,1,1,1,
1,1,1,1,3,3,3,3,3,3,2,2,0,0,3,3,3,3,4,4,3,0,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,3,3,3,3,3,3,2,2,3,0,6,0,3,3,3,3,3,1,1,1,
1,1,1,1,3,3,3,3,3,3,2,2,6,0,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,3,2,2,3,0,0,0,3,3,3,3,3,1,1,1,
1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,
1,1,1,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,6,2,2,2,2,6,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,
1,1,1,3,3,3,3,3,0,6,0,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,0,0,2,2,2,2,0,0,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,
1,1,1,3,3,3,3,3,0,0,0,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,
1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,8,8,3,3,3,3,3,3,2,2,2,2,3,3,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,1,
1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,8,8,3,4,4,4,3,3,2,2,2,2,3,3,4,4,4,3,3,3,3,3,2,2,3,3,4,4,4,3,3,1,1,1,3,3,3,3,1,1,
1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,3,3,1,1,1,3,3,3,3,1,1,
1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,3,3,4,4,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,3,3,1,1,3,3,3,3,3,1,1,
1,1,3,3,3,3,3,3,8,8,3,3,3,3,2,2,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,
1,1,3,3,3,3,3,3,8,8,3,3,3,3,2,2,3,3,4,4,3,3,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,
